814	12
815	12
816	12
817	12
818	12
819	12
820	13
821	13
822	13
823	13
824	12
825	13
826	12
827	13
828	13
829	13
830	13
831	12
832	12
833	12
834	13
835	13
836	12
837	9
838	9
839	10
840	10
841	11
842	11
843	11
844	12
845	12
846	11
847	12
848	12
849	12
850	12
851	12
852	12
853	12
854	12
855	12
856	11
857	10
858	11
859	12
860	11
861	11
862	11
863	10
864	10
865	10
866	11
867	10
868	10
869	10
870	11
871	11
872	12
873	12
874	12
875	12
876	12
877	12
878	12
879	12
880	12
881	 0
882 	 0
